iter	Logloss
208	0.5434279938
209	0.5432408176
210	0.5430541962
211	0.5428218455
212	0.5425275708
213	0.5422955636
214	0.5420665601
215	0.5418229179
216	0.5416080194
217	0.5414307382
218	0.5412172223
219	0.5409315053
220	0.540690986
221	0.5404391903
222	0.5401768115
223	0.5399401821
224	0.5397587668
225	0.5395517507
226	0.5393081738
227	0.5391272351
228	0.5391039618
229	0.5388225379
230	0.5385574827
231	0.5384042498
232	0.538201565
233	0.5378832737
234	0.5375523623
235	0.5372263085
236	0.5369954079
237	0.5367300221
238	0.5365461575
239	0.5363051178
240	0.5360610062
241	0.5358859204
242	0.5356634478
243	0.5352215453
244	0.535047797
245	0.5349174915
246	0.534777285
247	0.5345216058
248	0.5341344675
249	0.5338692382
250	0.5336202802
251	0.5333499171
252	0.5331357653
253	0.532952829
254	0.5326667501
255	0.5325047631
256	0.5323930936
257	0.5322036472
258	0.5319895823
259	0.5317468146
260	0.5315064137
261	0.5313484968
262	0.5311919441
263	0.5310209372
264	0.5308134348
265	0.5305231402
266	0.5303343412
267	0.5300426181
268	0.5298014557
269	0.5295940626
270	0.529335955
271	0.5292001753
272	0.5289115436
273	0.5286672908
274	0.5285381332
275	0.5283388118
276	0.5281194202
277	0.5278384187
278	0.5276396761
279	0.5274453406
280	0.5271468847
281	0.5269947717
282	0.5267137384
283	0.5263876318
284	0.5262709754
285	0.5259692991
286	0.5256313327
287	0.5253371963
288	0.5250643957
289	0.5247290221
290	0.524356533
291	0.5241530663
292	0.5237855487
293	0.523450807
294	0.5232290841
295	0.5228908458
296	0.5227040137
297	0.5225897474
298	0.5223370286
299	0.5221487642
300	0.5218787588
301	0.5217117641
302	0.5214843601
303	0.5212701221
304	0.5211349047
305	0.5208388355
306	0.5205312
307	0.5204268708
308	0.520119751
309	0.5198697493
310	0.5197085563
311	0.5194207409
312	0.519162728
313	0.51887328
314	0.5186852751
315	0.5185736216
316	0.5183528558
317	0.5180453217
318	0.517839758
319	0.5175103865
320	0.5173128462
321	0.5169860483
322	0.5167839543
323	0.5166189672
324	0.5164523585
325	0.5161522106
326	0.515936771
327	0.5156142332
328	0.515330933
329	0.51516054
330	0.5149516574
331	0.5147251613
332	0.5143124804
333	0.5139531731
334	0.5137524831
335	0.5134866815
336	0.5132722615
337	0.5130189291
338	0.5126904009
339	0.5124724436
340	0.5122739185
341	0.512049102
342	0.5118463801
343	0.5115098849
344	0.5112204292
345	0.511034061
346	0.5107262255
347	0.5104679109
348	0.5102188714
349	0.5099883841
350	0.5098043136
351	0.5095549772
352	0.5093905189
353	0.5090813933
354	0.5086924008
355	0.5085234895
356	0.5081879599
357	0.5078865194
358	0.5075858978
359	0.5073497796
360	0.5070760907
361	0.5069251914
362	0.5065912654
363	0.5062564564
364	0.5059859656
365	0.5058966586
366	0.5057216194
367	0.5055589032
368	0.5052799607
369	0.5048753599
370	0.5046533146
371	0.5044021441
372	0.5041034728
373	0.503902747
374	0.5037631844
375	0.5035753375
376	0.5032909107
377	0.5030538521
378	0.5027371595
379	0.5024259259
380	0.5022612134
381	0.502046626
382	0.5017983745
383	0.5015384422
384	0.5014690128
385	0.5012594955
386	0.5009156529
387	0.5006869806
388	0.5004547841
389	0.5002579075
390	0.4999918813
391	0.4997610425
392	0.4995277454
393	0.4994104927
394	0.4991202934
395	0.4989960979
396	0.498734778
397	0.4985364679
398	0.4983396262
399	0.4980459481
400	0.4977282709
401	0.4974268703
402	0.4972129798
403	0.4969542331
404	0.4967888226
405	0.4965553581
406	0.4964282342
407	0.4962394528
408	0.4959697051
409	0.4957828058
410	0.4956618769
411	0.4953886234
412	0.4952231454
413	0.4949572158
414	0.494737887
415	0.4944702746
416	0.4941242122
417	0.493817751
418	0.4935914444
419	0.4932248193
420	0.4930352727
421	0.4926898404
422	0.4923876097
423	0.4920906571
424	0.4918870036
425	0.4916783561
426	0.4915059117
427	0.4912381598
428	0.4910306102
429	0.490744216
430	0.4904558541
431	0.4902247525
432	0.4900602075
433	0.4897472179
434	0.4894744337
435	0.4892376933
436	0.4889961975
437	0.4889632108
438	0.4888160709
439	0.4884948044
440	0.488318694
441	0.4880597319
442	0.4878685934
443	0.487568092
444	0.4873151566
445	0.4870467752
446	0.4867856281
447	0.4866420732
448	0.4865383543
449	0.4862770647
450	0.486072899
451	0.485756873
452	0.4855415219
453	0.4854074019
454	0.4853274669
455	0.4851233192
456	0.4848824484
457	0.4845932296
458	0.4845055001
459	0.4843236651
460	0.4840291176
461	0.4838057587
462	0.4836912801
463	0.4834711579
464	0.483189862
465	0.4829330571
466	0.4827593638
467	0.4825852012
468	0.482376495
469	0.4822122767
470	0.4819120858
471	0.4815662743
472	0.4813500196
473	0.4811624926
474	0.4809967227
475	0.4809161417
476	0.4806246838
477	0.4804858829
478	0.48021126
479	0.4799113901
480	0.4798229925
481	0.4795683629
482	0.4793527485
483	0.4791549361
484	0.4789373931
485	0.4786679867
486	0.478435805
487	0.478375412
488	0.478118542
489	0.477942141
490	0.4776561153
491	0.4774223798
492	0.4772392782
493	0.4770956817
494	0.4770000922
495	0.4767010319
496	0.4764603629
497	0.4763207553
498	0.476118174
499	0.4758830274
500	0.4756164547
501	0.4753964834
502	0.4751654483
503	0.4750834326
504	0.4749973013
505	0.4749026541
506	0.4747705136
507	0.4745937679
508	0.4744663641
509	0.4742452514
510	0.4739379068
511	0.4736661797
512	0.4735079676
513	0.4733212555
514	0.4731231336
515	0.4730806501
516	0.4729227542
517	0.4727140709
518	0.4724796622
519	0.4721936721
520	0.4719839268
521	0.471796959
522	0.4715983214
523	0.4713462251
524	0.4711276445
525	0.4709006696
526	0.4706584263
527	0.4705005335
528	0.4703423567
529	0.4700847446
530	0.4699099751
531	0.4696148563
532	0.4695175322
533	0.4692727926
534	0.4691329515
535	0.4688464318
536	0.4686252931
537	0.4683558296
538	0.4681447005
539	0.4679446052
540	0.4677883266
541	0.4676171823
542	0.4673028093
543	0.4670882215
544	0.4670168251
545	0.4667972633
546	0.4665025207
547	0.4662984575
548	0.4661729091
549	0.4659168398
550	0.4657916063
551	0.465593103
552	0.4654571327
553	0.4652519707
554	0.4649695026
555	0.4647846949
556	0.4645862672
557	0.4644306512
558	0.4641478199
559	0.4638913754
560	0.4636736118
561	0.4634911711
562	0.463249726
563	0.4631485452
564	0.4629273067
565	0.4627724439
566	0.4626427507
567	0.4625027001
568	0.4622485705
569	0.4620533356
570	0.4617552526
571	0.4617036975
572	0.4614587012
573	0.4612429019
574	0.4610222936
575	0.4608084327
576	0.4606205423
577	0.4604510732
578	0.4602294646
579	0.4600101071
580	0.4597721244
581	0.4596299194
582	0.4594718198
583	0.459256033
584	0.4591045145
585	0.4589185117
586	0.4587452372
587	0.458539677
588	0.458404986
589	0.4582524589
590	0.4581210214
591	0.4579375149
592	0.4578098423
593	0.4575971932
594	0.4574347659
595	0.4573181959
596	0.4572285134
597	0.4570511117
598	0.4568391559
599	0.4566507956
600	0.4564241694
601	0.4561960783
602	0.4560380491
603	0.4557632516
604	0.4555365237
605	0.4554326224
606	0.4551746701
607	0.4549962595
608	0.4548187624
609	0.4546309664
610	0.454451632
611	0.4542210655
612	0.4540581271
613	0.4538238109
614	0.4536190306
615	0.4534461774
616	0.4533194323
617	0.453129694
618	0.4529159948
619	0.4526709852
620	0.4526005946
621	0.4525465429
622	0.4524574685
623	0.4523467018
624	0.4521053641
625	0.4518408139
626	0.4516879839
627	0.4515353657
628	0.4513266404
629	0.4510715485
630	0.4509098378
631	0.4507463285
632	0.450603326
633	0.4503589655
634	0.4501491068
635	0.4499803889
636	0.4497242304
637	0.4494864546
638	0.4491908741
639	0.4489702055
640	0.4487503282
641	0.4486332192
642	0.4485225272
643	0.4483342865
644	0.4481647553
645	0.4479877551
646	0.4477984034
647	0.4476715051
648	0.4475101375
649	0.4473576573
650	0.4472348526
651	0.4469703286
652	0.4467285077
653	0.4464739423
654	0.4463100892
655	0.446095744
656	0.4458713916
657	0.4457267052
658	0.4455367432
659	0.4454026153
660	0.4452267099
661	0.4450742999
662	0.4450116491
663	0.4448519635
664	0.4445923006
665	0.4444104986
666	0.4441086819
667	0.4439681394
668	0.4437010598
669	0.4434872964
670	0.4432882735
671	0.4431493381
672	0.4429745496
673	0.4426817676
674	0.4425156767
675	0.4422865305
676	0.4420987165
677	0.4419312903
678	0.4417795429
679	0.4415624339
680	0.4413460277
681	0.4412105487
682	0.4410221916
683	0.4408182077
684	0.440721389
685	0.4405586319
686	0.4404715567
687	0.4402469698
688	0.4400472291
689	0.4399126328
690	0.4396491043
691	0.4394171023
692	0.4392332487
693	0.439029848
694	0.4389107173
695	0.4388264961
696	0.438645892
697	0.4383282986
698	0.4381114999
699	0.4380258717
