,FTR,HomeTeam,AwayTeam,HomeTeamWinStreak3,HomeTeamWinStreak5,HomeTeamLossStreak3,HomeTeamLossStreak5,AwayTeamWinStreak3,AwayTeamWinStreak5,AwayTeamLossStreak3,AwayTeamLossStreak5,IsHomeTeamRegulars,IsAwayTeamRegulars,IsHomeTeamRookie,IsAwayTeamRookie,HomeTeamWinRatio_Cat,AwayTeamWinRatio_Cat,HomeTeamPointsFromLast3Matches,AwayTeamPointsFromLast3Matches,HomeTeamPointsFromLast5Matches,AwayTeamPointsFromLast5Matches,HomeTeamPointsFromLast10Matches,AwayTeamPointsFromLast10Matches,HomeTeamLast1Match,AwayTeamLast1Match,HomeTeamLast2Match,AwayTeamLast2Match,HomeTeamLast3Match,AwayTeamLast3Match,HomeTeamLast4Match,AwayTeamLast4Match,HomeTeamLast5Match,AwayTeamLast5Match,HomeTeamLastYearPosition,AwayTeamLastYearPosition,HomeTeamGoalsDifference_Cat,AwayTeamGoalsDifference_Cat,TotalGoalsDifference_Cat,DifferenceTotalPoints_Cat,Difference10MatchesPoints_Cat,DifferenceInShoots_Cat,DifferenceInTargetShoots_Cat,DifferenceInCorners_Cat,HomeTeamTargetShootsMade_Cat,AwayTeamTargetShootsMade_Cat,HomeTeamGoalsScored_Cat,AwayTeamGoalsScored_Cat,HomeTeamGoalsLost_Cat,AwayTeamGoalsLost_Cat,HomeTeamShootsMade_Cat,AwayTeamShootsMade_Cat,HomeTeamCorners_Cat,AwayTeamCorners_Cat,HomeTeamTotalPoints_Cat,AwayTeamTotalPoints_Cat
0,1,Aston Villa,Bradford,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,8,5,8,5,3,1,3,0,0,1,1,3,1,0,6.0,17.0,3,3,5,5,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1,Charlton,Tottenham,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,6,5,10,5,10,1,3,1,3,0,0,0,1,3,3,18.0,10.0,3,3,4,5,3,4,5,3,0,0,0,0,1,0,0,0,0,0,0,1
2,0,Everton,Man United,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,7,7,11,7,11,3,3,0,3,1,1,3,1,0,3,13.0,1.0,3,4,4,5,4,4,4,3,0,0,0,1,0,0,0,0,0,0,0,1
3,0,Leeds,Ipswich,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,7,4,7,4,0,0,1,0,0,3,3,1,3,0,3.0,18.0,3,3,4,5,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
4,1,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,10,3,10,0,1,1,3,1,3,0,3,1,0,15.0,11.0,3,3,4,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1
5,1,Sunderland,Derby,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,4,4,4,0,1,1,1,0,1,0,0,3,1,7.0,16.0,3,3,4,5,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0
6,0,Chelsea,Leicester,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,7,6,11,6,11,1,3,1,3,1,1,0,3,3,1,5.0,8.0,3,3,4,5,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,1
7,0,Man City,Middlesbrough,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,6,5,6,5,0,0,3,1,0,0,3,1,0,3,18.0,12.0,3,3,4,5,5,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0
8,0,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,7,2,10,2,10,0,3,1,3,1,1,0,0,0,3,9.0,4.0,3,3,4,4,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,1
9,0,Bradford,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,3,5,3,1,0,0,1,1,1,3,0,0,1,17.0,15.0,3,3,4,5,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
10,0,Coventry,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,3,7,3,0,1,1,0,0,1,3,1,3,0,14.0,9.0,3,3,4,5,5,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0
11,0,Derby,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,4,8,0,1,1,0,1,1,1,0,0,3,16.0,3.0,3,3,4,5,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0
12,0,Ipswich,Arsenal,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,5,7,11,7,11,3,3,0,1,0,1,3,3,1,3,18.0,2.0,3,3,4,5,4,4,4,2,0,0,0,0,0,0,0,0,0,1,0,1
13,0,Liverpool,Sunderland,0,0,0,0,0,0,0,0,1,0,0,0,5,5,7,4,8,4,11,7,1,3,3,0,3,1,1,0,0,0,4.0,7.0,3,3,5,5,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
14,0,Man United,Chelsea,0,0,0,0,0,0,0,0,1,1,0,0,5,1,9,2,11,3,14,6,3,0,3,1,3,1,1,1,1,0,1.0,5.0,4,3,5,6,6,5,5,2,0,0,1,0,0,0,0,0,0,1,1,0
15,0,Middlesbrough,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,8,6,9,1,1,0,3,1,3,0,0,1,1,12.0,6.0,3,3,4,5,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
16,0,Newcastle,Charlton,1,0,0,0,0,0,0,0,0,0,0,1,3,3,4,5,10,5,10,8,0,3,1,1,3,1,3,0,3,0,11.0,18.0,3,3,4,5,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
17,0,Tottenham,Man City,0,0,0,0,0,0,0,0,1,0,0,1,5,3,6,4,7,7,10,7,0,1,3,0,3,3,0,0,1,3,10.0,18.0,3,3,4,5,5,5,4,3,0,0,0,0,0,1,0,0,0,0,0,0
18,0,Leicester,Everton,0,0,0,0,0,0,0,0,0,1,0,0,3,3,9,3,13,7,14,7,3,0,3,3,3,0,1,1,3,3,8.0,13.0,3,3,5,6,6,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0
19,1,Aston Villa,Derby,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,2,8,3,9,4,1,0,3,1,3,1,0,1,1,0,6.0,16.0,3,3,4,5,5,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0
20,0,Charlton,Coventry,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,1,8,4,11,7,3,0,3,0,1,1,1,0,0,3,18.0,14.0,3,3,5,5,5,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0
21,0,Everton,Ipswich,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,4,5,7,8,8,1,1,0,3,3,0,0,0,1,3,13.0,18.0,3,3,4,5,4,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0
22,1,Leeds,Tottenham,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,4,5,7,11,11,3,1,1,0,0,3,1,3,0,0,3.0,10.0,3,3,4,5,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,1
23,0,Man City,Newcastle,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,5,7,8,10,1,0,1,0,0,1,3,3,0,3,18.0,11.0,3,3,4,5,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,1
24,0,Southampton,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,8,3,9,7,3,1,3,1,0,0,1,1,1,0,15.0,12.0,3,3,4,5,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
25,0,West Ham,Bradford,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,6,2,6,5,3,0,1,0,0,1,1,0,1,1,9.0,17.0,3,3,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0
26,1,Arsenal,Man United,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,7,9,11,12,15,1,1,3,3,1,3,1,3,3,1,2.0,1.0,3,4,4,5,4,4,5,3,0,0,1,1,0,0,0,0,1,0,1,1
27,1,Chelsea,Liverpool,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,5,4,9,7,12,1,1,0,1,1,3,1,3,1,1,5.0,4.0,3,3,4,5,3,5,5,3,0,0,0,0,1,0,0,0,0,1,0,1
28,0,Sunderland,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,5,11,8,15,1,1,3,3,0,3,1,3,0,1,7.0,8.0,3,3,4,4,3,4,4,2,0,0,0,0,1,0,0,0,0,1,0,1
29,1,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,1,0,0,0,5,1,5,7,9,10,12,12,1,3,3,1,1,3,1,3,3,0,2.0,6.0,3,3,4,5,4,5,5,3,0,0,1,0,0,0,0,0,1,0,1,1
30,1,Coventry,Tottenham,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,7,8,11,1,0,0,1,0,0,1,3,0,3,14.0,10.0,3,3,4,5,4,4,4,3,0,0,0,0,1,0,0,0,0,0,0,1
31,0,Everton,Southampton,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,4,7,8,9,0,0,1,3,0,3,3,0,0,1,13.0,15.0,3,3,4,5,4,4,5,2,0,0,0,0,1,1,0,0,0,1,0,0
32,0,Ipswich,West Ham,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,5,7,6,11,7,3,1,1,3,3,1,0,0,0,1,18.0,9.0,3,3,4,5,5,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0
33,1,Leeds,Charlton,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,7,8,9,14,12,3,1,3,3,1,3,0,1,1,1,3.0,18.0,3,3,4,5,5,5,5,3,0,0,1,1,0,1,0,0,0,1,1,1
34,0,Leicester,Man United,1,0,0,0,1,0,0,0,0,1,0,0,2,1,5,4,11,10,16,15,1,0,1,1,3,3,3,3,3,3,8.0,1.0,3,4,4,5,5,4,4,3,0,0,0,1,0,0,0,0,0,1,1,1
35,1,Man City,Bradford,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,1,5,2,8,6,0,1,1,0,1,0,0,1,3,0,18.0,17.0,3,3,4,5,5,5,5,3,0,0,0,0,1,1,0,0,0,0,0,0
36,1,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,4,6,6,9,10,1,3,1,1,3,0,0,1,1,1,7.0,5.0,3,3,4,5,4,4,4,2,0,0,0,0,1,1,0,0,0,1,0,1
37,0,Derby,Liverpool,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,3,8,5,12,0,0,1,1,0,1,1,3,1,3,16.0,4.0,3,3,4,4,3,4,4,3,0,0,1,0,1,1,0,0,0,1,0,1
38,0,Middlesbrough,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,7,10,13,3,3,1,0,1,0,0,1,1,3,12.0,11.0,3,3,4,5,4,4,4,2,0,0,1,0,1,0,0,0,0,1,0,1
39,0,Bradford,Ipswich,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,7,2,7,6,11,1,3,0,1,0,3,1,0,0,0,17.0,18.0,3,3,4,5,3,4,4,3,0,0,0,0,1,0,0,0,0,0,0,1
40,1,Charlton,Middlesbrough,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,4,8,5,12,10,0,0,1,3,3,1,3,1,1,0,18.0,12.0,3,3,4,5,5,4,5,3,0,0,1,1,1,1,0,0,1,1,1,1
41,1,Chelsea,Coventry,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,4,5,5,10,11,0,3,3,1,1,0,0,0,1,1,5.0,14.0,3,3,5,5,4,5,5,3,1,0,1,0,1,1,1,0,0,1,0,1
42,1,Liverpool,Leicester,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,2,8,8,15,16,3,0,0,1,1,1,1,3,3,3,4.0,8.0,3,3,4,5,4,5,5,3,0,0,1,0,1,0,0,0,0,1,1,1
43,1,Man United,Leeds,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,6,10,7,18,14,3,0,0,3,1,3,3,1,3,0,1.0,3.0,4,3,5,5,5,5,5,3,0,0,1,1,0,1,1,0,1,1,1,1
44,0,Newcastle,Everton,0,0,0,0,0,0,0,0,0,1,0,0,2,2,6,2,7,5,16,9,3,1,3,0,0,1,0,0,1,3,11.0,13.0,3,3,5,6,6,5,5,3,0,0,0,0,0,1,0,0,0,1,1,0
45,1,Tottenham,Derby,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,4,2,11,5,0,0,0,0,1,1,0,0,3,1,10.0,16.0,3,3,5,6,6,5,5,3,0,0,0,1,1,2,0,0,0,1,0,0
46,0,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,7,6,11,8,18,1,3,1,3,3,1,1,3,0,1,9.0,2.0,3,3,4,4,3,4,4,3,0,0,0,1,1,0,0,0,1,1,0,1
47,0,Aston Villa,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,8,8,13,12,1,3,0,1,3,1,1,3,3,0,6.0,7.0,3,3,5,5,5,4,5,3,0,0,0,0,0,0,0,0,0,0,1,1
48,0,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,7,5,10,11,1,3,0,0,3,1,3,1,0,0,15.0,18.0,3,3,4,5,4,4,4,3,0,0,0,0,1,1,0,0,1,1,0,1
49,1,Arsenal,Man City,0,0,0,0,0,0,0,0,1,0,0,1,5,2,7,4,11,5,18,11,3,3,3,0,1,1,3,1,1,0,2.0,18.0,4,3,5,6,6,5,5,3,0,0,1,0,0,1,0,0,1,1,1,1
50,1,Aston Villa,Charlton,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,8,10,16,15,3,3,1,0,0,1,3,3,1,3,6.0,18.0,3,3,4,5,5,5,4,2,0,0,1,1,0,1,0,0,1,1,1,1
51,1,Chelsea,Tottenham,0,0,0,0,0,0,0,0,1,1,0,0,3,4,6,3,7,4,13,14,3,3,0,0,3,0,1,1,0,0,5.0,10.0,3,3,4,5,4,5,5,3,0,0,1,1,1,1,0,0,1,1,1,1
52,1,Ipswich,Middlesbrough,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,3,11,5,15,10,3,0,1,0,3,3,1,1,3,1,18.0,12.0,3,3,4,5,5,5,5,2,0,0,1,1,1,1,0,0,0,1,1,1
53,1,Leicester,Derby,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,5,1,16,5,0,0,0,0,1,0,1,1,3,0,8.0,16.0,3,2,5,6,6,4,4,3,0,0,0,1,0,2,0,0,1,1,1,0
54,1,Man United,Southampton,0,0,0,0,0,0,0,0,1,0,0,0,4,1,6,1,10,7,21,10,3,0,3,1,0,0,1,3,3,3,1.0,15.0,4,3,5,6,6,5,5,3,0,0,2,0,0,1,0,0,1,1,1,1
55,1,Sunderland,Coventry,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,9,4,13,11,1,0,3,3,1,1,1,0,3,0,7.0,14.0,3,3,5,5,5,5,5,2,0,0,0,0,1,1,0,0,0,1,1,1
56,1,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,8,16,0,0,1,3,1,3,3,0,1,0,9.0,11.0,3,3,4,4,3,5,5,3,0,0,0,0,1,0,0,0,1,1,0,1
57,0,Bradford,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,8,6,15,0,1,0,0,1,3,0,3,0,1,17.0,3.0,3,3,4,4,3,4,4,2,0,0,0,1,1,1,0,0,0,1,0,1
58,1,Liverpool,Everton,0,0,0,0,0,0,0,0,1,1,0,0,4,2,6,4,8,5,18,12,3,3,3,1,0,0,1,1,1,0,4.0,13.0,3,3,5,6,6,5,5,3,0,0,1,0,1,1,0,0,1,1,1,1
59,1,Charlton,Bradford,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,10,1,15,6,3,0,0,0,1,1,3,0,3,0,18.0,17.0,3,2,5,6,6,4,5,3,0,0,1,0,1,1,0,0,1,1,1,0
60,0,Coventry,Man United,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,9,4,10,11,21,0,3,0,3,3,3,1,0,0,1,14.0,1.0,3,4,3,4,3,3,3,2,0,0,0,2,2,0,0,0,0,1,0,2
61,1,Leeds,Liverpool,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,9,10,10,15,18,3,3,1,3,0,3,3,0,3,1,3.0,4.0,3,3,4,5,4,4,4,3,0,0,1,1,1,1,0,0,1,1,1,2
62,0,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,3,7,5,14,18,0,3,3,0,3,0,0,1,1,1,18.0,8.0,3,3,4,5,4,4,5,2,0,0,1,0,1,0,0,0,1,1,1,1
63,0,Middlesbrough,Arsenal,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,4,13,7,24,0,3,0,3,0,3,3,3,1,1,12.0,2.0,3,4,4,4,1,3,3,2,0,0,1,1,1,0,0,0,0,2,0,2
64,1,Newcastle,Ipswich,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,6,11,16,18,0,3,0,3,3,1,3,3,0,1,11.0,18.0,3,3,4,5,4,4,4,3,0,0,0,1,0,1,0,0,1,1,1,1
65,1,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,6,4,10,9,13,0,3,0,3,1,0,0,3,3,1,15.0,5.0,3,4,4,4,4,4,4,3,0,0,0,1,1,1,0,0,1,1,0,1
66,1,Tottenham,Sunderland,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,7,4,9,11,13,0,3,3,1,0,3,0,1,1,1,10.0,7.0,3,3,4,5,4,5,5,3,0,0,1,0,1,0,0,0,1,0,1,1
67,0,Everton,Aston Villa,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,7,5,10,12,18,0,3,3,3,1,1,0,0,1,3,13.0,6.0,3,3,4,4,3,4,5,3,0,0,1,1,1,0,0,0,1,1,1,1
68,0,Derby,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,8,4,11,0,3,0,0,0,1,0,1,1,3,16.0,9.0,3,3,4,4,3,4,4,2,0,0,1,0,2,1,0,0,1,1,0,1
69,0,Arsenal,Derby,0,0,0,0,0,0,0,0,1,0,0,0,5,5,9,0,13,1,24,4,3,0,3,0,3,0,3,0,1,1,2.0,16.0,4,2,5,7,8,5,6,3,0,0,1,1,0,2,0,0,1,1,2,0
70,1,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,1,0,0,3,5,9,6,10,6,20,13,3,3,3,0,3,3,1,0,0,0,6.0,10.0,4,3,5,5,6,4,4,3,0,0,1,1,0,1,0,0,1,1,1,1
71,0,Bradford,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,2,4,4,9,0,0,1,0,0,3,0,1,1,0,17.0,13.0,2,3,4,5,3,4,4,2,0,0,0,1,1,1,0,0,1,1,0,1
72,1,Ipswich,Charlton,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,6,10,7,17,15,0,3,3,0,3,3,1,0,3,1,18.0,18.0,3,3,4,5,5,5,5,2,1,0,1,1,1,1,1,0,0,1,1,1
73,0,Leicester,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,3,7,9,18,16,3,3,3,0,0,0,0,3,1,3,8.0,11.0,3,3,4,5,5,4,4,3,0,0,0,0,0,0,0,0,1,1,1,1
74,1,Man United,Middlesbrough,0,0,0,0,0,0,0,0,1,0,0,0,5,1,9,0,12,3,23,6,3,0,3,0,3,0,3,0,0,3,1.0,12.0,5,3,6,7,8,6,5,3,0,0,2,1,0,1,0,0,1,1,2,1
75,0,Sunderland,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,8,4,13,12,0,3,3,0,1,0,3,1,1,0,7.0,15.0,3,3,4,5,5,4,4,2,0,0,0,1,1,2,0,0,0,2,1,1
76,1,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,6,6,12,11,1,0,3,0,0,3,1,3,1,0,9.0,18.0,3,3,5,5,5,5,5,3,0,0,1,1,1,1,1,0,1,1,1,1
77,0,Chelsea,Leeds,0,0,0,0,0,0,0,0,1,0,0,0,3,1,6,5,9,8,13,13,0,1,3,3,3,1,0,0,3,3,5.0,3.0,4,3,5,5,4,5,5,3,0,0,1,1,1,1,0,0,1,1,1,1
78,1,Liverpool,Coventry,0,0,0,0,0,0,0,0,1,0,0,0,5,2,6,0,9,4,18,8,0,0,3,0,3,0,3,3,0,1,4.0,14.0,3,2,5,6,6,5,5,3,1,0,1,0,1,2,1,0,1,1,1,1
79,1,Charlton,Chelsea,0,0,0,0,0,0,0,0,0,1,1,0,3,2,6,6,7,9,15,13,3,0,0,3,3,3,0,0,1,3,18.0,5.0,3,3,4,5,5,3,4,3,0,0,1,1,1,1,0,0,1,1,1,1
80,1,Derby,Bradford,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1,5,3,1,0,1,0,0,1,0,0,0,0,16.0,17.0,3,2,4,5,5,4,4,3,0,0,1,0,2,1,0,0,1,1,0,0
81,1,Everton,Arsenal,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,7,7,13,11,22,3,1,0,3,0,3,3,3,1,3,13.0,2.0,3,4,3,4,2,3,3,2,0,0,1,1,1,0,0,0,1,2,1,2
82,0,Leeds,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,7,5,8,13,14,0,3,1,1,3,3,1,0,0,1,3.0,9.0,3,3,4,5,4,4,4,3,0,0,1,1,1,1,0,0,1,2,1,1
83,0,Man City,Man United,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,9,6,15,11,25,0,3,0,3,0,3,3,3,3,3,18.0,1.0,3,4,3,4,2,3,4,2,0,0,1,2,2,0,0,0,1,2,1,3
84,0,Middlesbrough,Leicester,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,18,0,1,0,3,0,3,0,0,0,0,12.0,8.0,3,3,4,4,2,4,5,2,0,0,1,0,1,0,0,0,1,1,0,2
85,0,Newcastle,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,7,8,14,14,1,1,3,0,0,3,0,1,3,3,11.0,7.0,3,3,5,5,4,5,5,3,0,0,1,0,1,1,1,0,1,1,1,1
86,1,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,5,10,12,20,1,0,3,3,0,3,0,3,1,1,15.0,6.0,3,3,4,4,3,5,5,3,0,0,1,1,2,0,0,0,1,1,1,2
87,1,Tottenham,Liverpool,0,0,0,0,1,0,0,0,1,1,0,0,5,2,3,6,6,12,13,20,0,3,3,0,0,3,3,3,0,3,10.0,4.0,3,4,4,4,3,4,4,2,0,0,1,2,1,1,0,0,1,2,1,2
88,0,Coventry,Ipswich,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,3,10,5,17,0,3,0,0,0,3,0,3,3,1,14.0,18.0,2,3,3,4,2,3,3,2,0,0,1,1,2,1,0,0,0,1,0,2
89,0,Charlton,Sunderland,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,4,6,8,15,14,0,1,3,0,0,3,3,1,0,3,18.0,7.0,3,3,4,5,5,4,5,3,0,0,1,0,1,1,0,0,1,1,1,1
90,0,Coventry,Aston Villa,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,4,0,10,5,18,0,1,0,0,0,3,0,3,0,3,14.0,6.0,2,3,3,4,2,4,4,2,0,0,1,1,2,1,0,0,1,1,0,2
91,0,Derby,Man United,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,9,5,15,7,25,3,3,1,3,1,3,0,3,0,3,16.0,1.0,3,5,3,3,1,3,3,2,0,0,1,2,2,0,0,0,1,2,0,3
92,1,Everton,Chelsea,0,0,0,0,0,0,0,0,1,1,0,0,1,3,6,1,9,7,14,12,3,0,3,1,0,0,0,3,3,3,13.0,5.0,3,3,4,5,5,3,4,2,0,0,1,1,1,1,0,0,1,2,1,1
93,0,Man City,Ipswich,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,6,3,12,8,20,0,3,0,3,0,0,0,3,3,3,18.0,18.0,3,3,4,4,2,4,4,3,0,0,1,1,2,1,0,0,1,1,1,2
94,0,Middlesbrough,Bradford,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,0,12.0,17.0,3,2,5,5,5,4,4,3,0,0,1,0,2,2,0,0,1,1,0,0
95,0,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,7,7,10,14,16,3,3,1,3,3,1,0,3,0,0,15.0,9.0,3,3,4,5,4,4,4,3,0,0,1,1,2,1,0,1,1,2,1,1
96,1,Tottenham,Leicester,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,7,9,10,13,18,3,3,0,1,3,3,0,3,3,0,10.0,8.0,3,3,4,4,3,5,5,3,0,0,1,1,1,0,0,0,1,1,1,2
97,1,Leeds,Arsenal,0,0,0,0,1,0,0,0,0,1,0,0,3,1,4,4,8,10,15,21,3,0,0,1,1,3,3,3,1,3,3.0,2.0,3,4,4,4,3,4,4,2,0,0,1,1,1,1,0,0,1,2,1,2
98,1,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,1,0,0,2,3,4,3,4,9,11,17,0,0,1,3,3,0,0,3,0,3,11.0,4.0,3,3,4,5,3,4,4,2,0,1,1,2,1,1,0,1,1,2,1,2
99,1,Arsenal,Southampton,1,0,0,0,0,0,0,0,1,0,0,0,5,1,4,7,10,7,21,14,0,3,1,1,3,3,3,0,3,0,2.0,15.0,4,3,5,6,6,5,6,3,1,0,1,1,1,2,1,0,2,2,2,1
100,0,Aston Villa,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,8,7,16,13,1,3,1,0,0,1,3,3,3,0,6.0,11.0,3,3,4,5,5,4,4,3,0,0,1,1,1,1,0,0,1,2,2,2
101,1,Bradford,Coventry,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,1,3,5,1,1,0,0,0,0,0,0,1,0,17.0,14.0,2,2,4,5,4,5,5,3,0,0,0,1,2,2,0,1,1,1,0,1
102,0,Ipswich,Derby,0,0,0,0,0,0,0,0,0,0,1,0,2,4,9,4,12,5,23,6,3,0,3,3,3,1,0,1,3,0,18.0,16.0,4,2,5,7,8,6,5,3,0,0,1,1,1,2,0,0,1,1,2,1
103,1,Leicester,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,10,7,15,15,0,0,3,3,1,0,3,1,3,3,8.0,3.0,3,3,4,5,4,3,4,2,0,0,1,1,1,2,0,1,1,2,2,2
104,1,Liverpool,Charlton,0,0,0,0,0,0,0,0,1,0,0,1,5,4,3,3,6,6,14,16,0,0,0,3,3,0,0,3,3,0,4.0,18.0,4,3,5,5,4,5,5,3,0,0,2,1,2,1,0,0,1,2,2,2
105,1,Man United,Tottenham,1,1,0,0,0,0,0,0,1,1,0,0,5,5,9,6,15,9,25,13,3,3,3,3,3,0,3,3,3,0,1.0,10.0,5,3,6,6,7,5,5,4,0,0,3,1,0,1,1,0,2,1,3,2
106,1,West Ham,Middlesbrough,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9,1,13,1,19,6,3,1,3,0,3,0,1,0,3,0,9.0,12.0,3,3,5,6,7,5,5,3,0,0,1,1,1,2,0,0,1,1,1,1
